Station,Postcode,Latitude,Longitude,TLC,NLC,Owner,Entries and exits 2024, Interchanges 2024
Salford Crescent,M5 4BR,53.4865893262501,-2.27574960318333,SLD,2794,Northern Trains,1206734,173147
Salfords (Surrey),RH1 5DE,51.2017465486137,-0.162489180598583,SAF,5380,Govia Thameslink Railway (Southern),143258,0
Salhouse,NR13 6NZ,52.6755710478743,1.39141535259149,SAH,7318,Greater Anglia,13566,0
Salisbury,SP2 7RS,51.0705496437625,-1.80638694405701,SAL,5663,South Western Railway,1812122,230665
Saltaire,BD18 3LQ,53.8384943459062,-1.79048061566728,SAE,8561,Northern Trains,669378,0
Saltash,PL12 4EB,50.4073618381944,-4.20911355442074,STS,3587,Great Western Railway,144698,0
Saltburn,TS12 1AQ,54.5834513143973,-0.97413299644358,SLB,7951,Northern Trains,319232,0
Saltcoats,KA21 5JT,55.6338881839287,-4.78429160206553,SLT,9547,ScotRail,260294,0
Saltmarshe,DN14 7TW,53.7219241513406,-0.809485712034541,SAM,8033,Northern Trains,1180,0
Salwick,PR4 0YH,53.781543082469,-2.81703891171811,SLW,2673,Northern Trains,1548,0
Sampford Courtenay,EX20 2SP,50.7701050967971,-3.94889189524575,SMC,8724,Dartmoor Railway,,
Sandal and Agbrigg,WF2 6AB,53.6630790942457,-1.48141953507437,SNA,8358,Northern Trains,189996,0
Sandbach,CW11 3JG,53.1501705446174,-2.39350578050621,SDB,1261,Northern Trains,261400,0
Sanderstead,CR2 0PL,51.3482817333587,-0.0936783070660962,SNR,5433,Govia Thameslink Railway (Southern),779758,0
Sandhills,L5 3TX,53.4299398788693,-2.99149074836926,SDL,2249,Merseyrail,857988,598617
Sandhurst (Berks),GU47 9DX,51.3469305150897,-0.804590579092819,SND,5646,Great Western Railway,135724,0
Sandling,CT21 4HH,51.0903672409865,1.06604269570997,SDG,5025,Southeastern,73646,0
Sandown,PO36 9BN,50.6568715368145,-1.16238741253605,SAN,5525,South Western Railway (Island Line),79696,0
Sandplace,PL13 1PJ,50.38675876944,-4.46448103131556,SDP,3584,Great Western Railway,1006,0
Sandwell and Dudley,B70 7JD,52.5086607850336,-2.01159619570069,SAD,1149,West Midlands Trains (West Midlands Railway),878070,0
Sandwich,CT13 9JR,51.2698997392843,1.34256795330691,SDW,5026,Southeastern,307916,0
Sandy,SG19 1AW,52.12473252805,-0.281190450201579,SDY,6172,Govia Thameslink Railway (Great Northern),571530,0
Sankey For Penketh,WA5 1RQ,53.3924640350655,-2.65046998067776,SNK,2388,Northern Trains,1362,0
Sanquhar,DG4 6DQ,55.3701722792341,-3.92452015350514,SQH,9549,ScotRail,25440,0
Sarn,CF32 9RL,51.5387204538523,-3.58991245041332,SRR,4270,TfW Rail,53102,0
Saundersfoot,SA69 9BG,51.7220966814594,-4.7165837088452,SDF,4108,TfW Rail,8908,0
Saunderton,HP14 4LJ,51.6759024381248,-0.825468539155008,SDR,3056,Chiltern Railways,91288,0
Sawbridgeworth,CM21 9JZ,51.8143458963256,0.160411012051863,SAW,6806,Greater Anglia,428034,0
Saxilby,LN1 2NS,53.2672039219206,-0.664039578549691,SXY,6328,East Midlands Railway,76254,0
Saxmundham,IP17 1BW,52.2148913692454,1.49016475274228,SAX,7224,Greater Anglia,164480,0
Scarborough,YO11 1TN,54.2797909348062,-0.405703063190493,SCA,8185,TransPennine Express,896794,0
Scotscalder,KW12 6YH,58.4829949937149,-3.55205048901479,SCT,8672,ScotRail,242,0
Scotstounhill,G13 1QG,55.8851460021438,-4.35288881535787,SCH,9996,ScotRail,402106,0
Scunthorpe,DN15 6PY,53.5861747820606,-0.650980447565318,SCU,6456,TransPennine Express,325412,480
Sea Mills,BS9 1SU,51.4799960068654,-2.64994970453014,SML,3254,Great Western Railway,78810,0
Seaford (Sussex),BN25 2AR,50.7728418110398,0.100133665365156,SEF,5333,Govia Thameslink Railway (Southern),613980,0
Seaforth and Litherland,L21 3TX,53.4662716441456,-3.00562374380977,SFL,2250,Merseyrail,922282,0
Seaham,SR7 0XX,54.8390561930795,-1.34633722154223,SEA,7814,Northern Trains,145128,0
Seamer,YO12 4LT,54.2407509802261,-0.417029844166686,SEM,8178,TransPennine Express,132030,28811
Seascale,CA20 1QL,54.3958790471808,-3.48451147103933,SSC,2003,Northern Trains,44096,0
Seaton Carew,TS25 1DW,54.6583119141763,-1.20042933771833,SEC,8007,Northern Trains,75728,0
Seer Green,HP9 2UT,51.6098440579259,-0.607818545996209,SRG,3061,Chiltern Railways,93168,0
Selby,YO8 0NW,53.7827850700205,-1.06378601188298,SBY,8201,TransPennine Express,601016,35480
Selhurst,SE25 6LH,51.3919258776503,-0.0882999789390444,SRS,5434,Govia Thameslink Railway (Southern),1083280,11320
Sellafield,CA20 1RG,54.4165892674841,-3.5104571521715,SEL,2004,Northern Trains,145116,151
Selling,ME13 9PW,51.2773517813747,0.940870229326649,SEG,5179,Southeastern,90862,0
Selly Oak,B29 6DW,52.4419833949165,-1.93581444559697,SLY,1105,West Midlands Trains (West Midlands Railway),2187066,0
Settle,BD24 9AA,54.0669162075249,-2.2807143187209,SET,2107,Northern Trains,134060,0
Seven Kings,IG3 8RE,51.5640243645265,0.0971001437171944,SVK,6893,TfL Rail,5079556,0
Seven Sisters,N15 5LA,51.5822661294344,-0.0752700999384027,SVS,6931,London Overground,7562722,32
Sevenoaks,TN13 1DP,51.2768634092279,0.181668922903894,SEV,5124,Southeastern,3480770,1302940
Severn Beach,BS35 4PQ,51.5600294626135,-2.66447712418772,SVB,3205,Great Western Railway,252964,0
Severn Tunnel Junction,NP26 3SP,51.5846795528448,-2.77789186797764,STJ,3679,TfW Rail,190922,29242
Shadwell,E1 2QF,51.5112824213432,-0.0569343732980926,SDE,1082,London Overground,3933726,0
Shalford (Surrey),GU4 8LE,51.2143221896787,-0.566803782674566,SFR,5638,Great Western Railway,85172,0
Shanklin,PO37 7AR,50.6339106720121,-1.17983420789917,SHN,5529,South Western Railway (Island Line),145562,0
Shawfair,EH22 1SB,55.9199421849927,-3.07871250421538,SFI,6963,ScotRail,64520,0
Shawford,SO21 2AA,51.0221254475722,-1.32777390941362,SHW,5929,South Western Railway,119490,0
Shawlands,G41 3RG,55.8292177941273,-4.29234408780394,SHL,9823,ScotRail,104436,0
Sheerness-On-Sea,ME12 1RJ,51.4410580889095,0.758533032412627,SSS,5184,Southeastern,407550,0
Sheffield,S1 2BP,53.3782206064748,-1.46211098820667,SHF,6691,East Midlands Railway,9449310,865077
Shelford (Cambs),CB22 5LR,52.1488259024731,0.139980909439394,SED,7043,Greater Anglia,207250,0
Shenfield,CM15 8JD,51.6308751031938,0.329851215035769,SNF,6888,Greater Anglia,6518666,1083937
Shenstone,WS14 0NW,52.6393608236803,-1.84420180853958,SEN,1178,West Midlands Trains (West Midlands Railway),141974,0
Shepherd's Bush,W12 8LB,51.5052833635672,-0.217654117308174,SPB,9587,London Overground,6492550,19241
Shepherds Well,CT15 7PE,51.188395569033,1.22991006779546,SPH,5186,Southeastern,65634,0
Shepley,HD8 8DU,53.5887414410071,-1.70492825572619,SPY,8448,Northern Trains,54392,0
Shepperton,TW17 8AN,51.3968038023689,-0.446785908199256,SHP,5605,South Western Railway,334578,0
Shepreth,SG8 6JP,52.1141600329265,0.0313191796380412,STH,7044,Govia Thameslink Railway (Great Northern),98754,0
Sherborne,DT9 3NB,50.9440241031544,-2.51307364515012,SHE,5835,South Western Railway,177210,0
Sherburn-In-Elmet,LS25 6DY,53.797152481974,-1.23268451790991,SIE,8257,Northern Trains,100454,0
Sheringham,NR26 8RA,52.9414235637932,1.21032008972022,SHM,7319,Greater Anglia,244950,0
Shettleston,G32 0PF,55.8535417983313,-4.1600445651963,SLS,9903,ScotRail,631920,0
Shieldmuir,ML2 7TF,55.7774954937932,-3.95699070410464,SDM,9552,ScotRail,111508,0
Shifnal,TF11 9QB,52.6660734810406,-2.37184005826222,SFN,4619,West Midlands Trains (West Midlands Railway),173102,0
Shildon,DL4 1LX,54.6261656547507,-1.63660556039221,SHD,7893,Northern Trains,54624,0
Shiplake,RG9 3NY,51.5114620080143,-0.882602206086651,SHI,3150,Great Western Railway,104900,0
Shipley (Yorks),BD18 2JL,53.8330527572328,-1.7734899118555,SHY,8347,Northern Trains,1129942,321024
Shippea Hill,CB7 4SR,52.4302110774766,0.413345158423865,SPP,7073,Greater Anglia,70,0
Shipton,OX7 5FJ,51.8656550593598,-1.59269346356239,SIP,3009,Great Western Railway,3692,0
Shirebrook,NG20 8SX,53.2042430571275,-1.20244065390703,SHB,1595,East Midlands Railway,75160,0
Shirehampton,BS11 9XA,51.4843525883477,-2.67927539488109,SHH,3206,Great Western Railway,70000,0
Shireoaks,S81 8LW,53.3247751531281,-1.1679910226962,SRO,6570,Northern Trains,42882,0
Shirley,B90 2NE,52.4034221074692,-1.84517981817273,SRL,4526,West Midlands Trains (West Midlands Railway),280236,0
Shoeburyness,SS3 9AW,51.5309697953269,0.795344616247387,SRY,7455,c2c,504226,0
Sholing,SO19 8HH,50.8967541358265,-1.36491508170674,SHO,5930,South Western Railway,87902,0
Shoreditch High Street,E1 6GJ,51.5233736684982,-0.0752461831823725,SDC,1024,London Overground,7805726,373742
Shoreham (Kent),TN14 7RT,51.33221658883,0.188889646870307,SEH,5074,Southeastern,68866,0
Shoreham-By-Sea,BN43 5WX,50.8344260888358,-0.271720501987663,SSE,5277,Govia Thameslink Railway (Southern),1175928,0
Shortlands,BR2 0JA,51.4057990307121,0.00178402242039644,SRT,5084,Southeastern,1073462,11856
Shotton,CH5 1BX,53.2125441946248,-3.03842498847601,SHT,2546,TfW Rail,208574,15725
Shotts,ML7 5DX,55.8186519053244,-3.79831993653582,SHS,9739,ScotRail,149698,0
Shrewsbury,SY1 2DQ,52.7119312404429,-2.7497615909892,SHR,4387,TfW Rail,2013398,257345
Sidcup,DA15 7AW,51.4338682669247,0.103794566768716,SID,5125,Southeastern,2442654,0
Sileby,LE12 7RN,52.7315942161846,-1.1099887529581,SIL,1902,East Midlands Railway,134392,0
Silecroft,LA18 5LP,54.225960908232,-3.33444208893059,SIC,2000,Northern Trains,8270,0
Silkstone Common,S75 4RS,53.534918077094,-1.56347870885976,SLK,6782,Northern Trains,31134,0
Silver Street,N18 2UE,51.6146868981066,-0.0672399985185796,SLV,6972,London Overground,2031648,0
Silverdale,LA5 0SW,54.1699121055788,-2.80384285734898,SVR,1968,Northern Trains,46524,0
Singer,G81 2JQ,55.9076770080525,-4.40548710433113,SIN,9988,ScotRail,316052,0
Sittingbourne,ME10 3ED,51.3419738614955,0.734684309640171,SIT,5187,Southeastern,2084144,367247
Skegness,PE25 3QL,53.1431771716672,0.334347117155617,SKG,6265,East Midlands Railway,358304,0
Skewen,SA10 6HF,51.6613944562612,-3.84650950274806,SKE,4217,TfW Rail,36008,0
Skipton,BD23 1RT,53.958688479988,-2.02587231279393,SKI,2728,Northern Trains,1178096,11046
Slade Green,DA8 2NX,51.4677841325647,0.190491338128496,SGR,5154,Southeastern,1091254,42822
Slaithwaite,HD7 5EB,53.6238310826843,-1.88157890282647,SWT,8450,Northern Trains,183214,0
Slateford,EH14 1BX,55.9266918098746,-3.24345710745044,SLA,9236,ScotRail,65584,0
Sleaford,NG34 7RG,52.9954721060151,-0.41034699080964,SLR,6362,East Midlands Railway,257300,34025
Sleights,YO22 5AA,54.4610522610215,-0.662480848910443,SLH,8179,Northern Trains,6844,0
Slough,SL1 1XW,51.5118796771134,-0.591510440159463,SLO,3172,Great Western Railway,5383958,1303751
Small Heath,B10 0DP,52.4637629939548,-1.85939290681702,SMA,4530,West Midlands Trains (West Midlands Railway),195454,0
Smallbrook Junction,PO33 1AZ,50.711102648496,-1.15419835803348,SAB,5494,South Western Railway (Island Line),8174,0
Smethwick Galton Bridge,B66 1HU,52.5017824793288,-1.98051113844247,SGB,1114,West Midlands Trains (West Midlands Railway),705284,428394
Smethwick Rolfe Street,B66 2AF,52.4963864919983,-1.97064467716864,SMR,1150,West Midlands Trains (West Midlands Railway),392770,20
Smithy Bridge,OL15 0DZ,53.6332553601197,-2.11350274007841,SMB,2660,Northern Trains,173418,0
Snaith,DN14 9HX,53.6931140964061,-1.02845983369989,SNI,8036,Northern Trains,1482,0
Snodland,ME6 5AN,51.3302282587794,0.448241221617912,SDA,5189,Southeastern,250200,0
Snowdown,CT15 4JH,51.2152964050489,1.21370501860984,SWO,5185,Southeastern,12070,0
Soham,CB7 5DY,52.33415,0.3277,SOJ,,Greater Anglia,65912,0
Sole Street,DA13 0XY,51.3831432236574,0.378096904396304,SOR,5126,Southeastern,50376,0
Solihull,B91 1LE,52.4143919409213,-1.78839074697656,SOL,4527,Chiltern Railways,1580916,15103
Somerleyton,NR32 5QN,52.510226279086,1.65225995555773,SYT,7320,Greater Anglia,10076,0
South Acton,W3 8TG,51.499693966107,-0.270157269294523,SAT,1452,London Overground,705348,0
South Bank,TS6 6AZ,54.5838300780953,-1.17666705687016,SBK,7953,Northern Trains,38302,0
South Bermondsey,SE16 3JB,51.4881339611827,-0.0546777381454662,SBM,5425,Govia Thameslink Railway (Southern),537260,0
South Croydon,CR2 7PA,51.3629633303879,-0.0934565891750932,SCY,5410,Govia Thameslink Railway (Southern),948230,0
South Elmsall,WF9 2HP,53.594608599914,-1.28485837637619,SES,8355,Northern Trains,270292,0
South Greenford,UB6 2WE,51.5337483279545,-0.336704404929485,SGN,3138,Great Western Railway,38330,0
South Gyle,EH12 9EU,55.9363571801321,-3.29947675245066,SGL,9318,ScotRail,206294,0
South Hampstead,NW8 0DJ,51.5414307584798,-0.178877771068811,SOH,1451,London Overground,429366,0
South Kenton,HA9 8RB,51.5702127768047,-0.308462447685468,SOK,1453,London Underground,555104,0
South Merton,SW20 9JT,51.4029917388547,-0.205157478291239,SMO,5292,Govia Thameslink Railway (Thameslink),117202,0
South Milford,LS25 6AA,53.782326932696,-1.25052934951955,SOM,8142,Northern Trains,123856,0
South Ruislip,HA4 6TP,51.5569192332479,-0.399259148566948,SRU,3057,London Underground,122888,0
South Tottenham,N15 6UJ,51.5803706701736,-0.0721026754782952,STO,7404,London Overground,1260200,0
South Wigston,LE18 4XU,52.5822245950924,-1.13407719632089,SWS,1949,East Midlands Railway,100480,0
South Woodham Ferrers,CM3 5NQ,51.6494556291403,0.606505043734245,SOF,6892,Greater Anglia,288570,0
Southall,UB2 4AA,51.5059555178711,-0.378610373980833,STL,3187,TfL Rail,6968560,0
Southampton Airport Parkway,SO18 2HW,50.9508159442839,-1.36309699270243,SOA,5922,South Western Railway,1217108,104244
Southampton Central,SO15 1AL,50.9074490473836,-1.41359601975752,SOU,5932,South Western Railway,5795080,841830
Southbourne,PO10 8LE,50.848276822188,-0.908106796250943,SOB,5263,Govia Thameslink Railway (Southern),181120,0
Southbury,EN3 4HW,51.6487034278084,-0.0524369135507237,SBU,6947,London Overground,1075392,0
Southease,BN8 6JS,50.8312635479371,0.0306412457041607,SEE,5339,Govia Thameslink Railway (Southern),25064,0
Southend Airport,SS2 6YF,51.5686667369739,0.705049719680829,SIA,4787,Stobart Rail,187966,0
Southend Central,SS1 1AB,51.5370617164341,0.711726565879983,SOC,7456,c2c,2043970,1491
Southend East,SS1 2UP,51.5389697447815,0.73181467603789,SOE,7457,c2c,1159712,0
Southend Victoria,SS2 6AZ,51.5415098158629,0.711500716482241,SOV,7420,Greater Anglia,1263120,2735
Southminster,CM0 7EN,51.6606212320975,0.835192496389187,SMN,6890,Greater Anglia,85992,0
Southport,PR8 1BE,53.6465223460836,-3.00243524425133,SOP,2262,Merseyrail,3481446,10810
Southwick,BN42 4AE,50.8325148988901,-0.23596187395024,SWK,5286,Govia Thameslink Railway (Southern),289360,0
Sowerby Bridge,HX6 3LB,53.7078478680123,-1.90702174706304,SOW,8527,Northern Trains,372672,0
Spalding,PE11 1EA,52.788805074731,-0.156884150977772,SPA,6388,East Midlands Railway,186122,0
Spean Bridge,PH34 4EP,56.8900196851801,-4.92160808253357,SBR,8836,ScotRail,7850,0
Spital,CH62 2AD,53.3399402187315,-2.99390706570187,SPI,2199,Merseyrail,393924,0
Spondon,DE21 7RX,52.9122198805102,-1.41109404444798,SPO,1699,East Midlands Railway,24486,0
Spooner Row,NR18 9AH,52.5349935510602,1.08647553654597,SPN,7379,Greater Anglia,698,0
Spring Road,B11 3DP,52.4434173921393,-1.83738969573261,SRI,4535,West Midlands Trains (West Midlands Railway),138586,0
Springburn,G21 1SB,55.8819421972634,-4.23053523313352,SPR,9997,ScotRail,339926,13374
Springfield,KY15 5QY,56.2949735144911,-3.05244860497952,SPF,9175,ScotRail,1144,0
Squires Gate,FY8 2SL,53.7773355915286,-3.05030213617393,SQU,2666,Northern Trains,27920,0
St Albans Abbey,AL1 2DN,51.7447322694278,-0.342568722541267,SAA,1562,West Midlands Trains (London Northwestern Railway),117888,2
St Albans City,AL1 5HE,51.7504719987899,-0.327538305741379,SAC,1548,Govia Thameslink Railway (Thameslink),6318690,128994
St Andrews Road,BS11 9HS,51.5127740585751,-2.69631340435382,SAR,3252,Great Western Railway,34554,0
St Annes-On-The-Sea,FY8 2JE,53.7530349572797,-3.02909979596835,SAS,2672,Northern Trains,142710,0
St Austell,PL25 4LA,50.3395231511305,-4.7893601086077,SAU,3534,Great Western Railway,478834,0
St Bees,CA27 0BZ,54.4925360078402,-3.59115068564447,SBS,2002,Northern Trains,79482,0
St Budeaux Ferry Road,PL5 1JJ,50.4013973426707,-4.18681277202914,SBF,3590,Great Western Railway,4594,0
St Budeaux Victoria Road,PL5 1JJ,50.4020158267805,-4.18740415153457,SBV,3592,Great Western Railway,10190,0
St Columb Road,TR9 6QY,50.3987129703904,-4.94075652861482,SCR,3536,Great Western Railway,3396,0
St Denys,SO17 2EZ,50.922189991407,-1.38775927684893,SDN,5914,South Western Railway,208102,29184
St Erth,TR27 6JW,50.1704983085679,-5.44425363094082,SER,3537,Great Western Railway,396262,242170
St Germans,PL12 5LS,50.3942798787677,-4.30840529924854,SGM,3586,Great Western Railway,67330,0
St Helens Central,WA10 1DQ,53.4531257531435,-2.73030521027896,SNH,2341,Northern Trains,619262,0
St Helens Junction,WA9 3LA,53.4337282903537,-2.70025985739709,SHJ,2340,Northern Trains,194372,0
St Helier,SM4 6ST,51.3898994224814,-0.198770749224959,SIH,5290,Govia Thameslink Railway (Thameslink),146116,0
St Ives (Cornwall),TR26 2BP,50.2090516701597,-5.47791401154001,SIV,3538,Great Western Railway,774928,0
St James Park (Exeter),EX4 6QB,50.7311597185847,-3.52199441287744,SJP,5751,Great Western Railway,142508,0
St James Street,E17 7PJ,51.5809792677675,-0.0329184593181028,SJS,6973,London Overground,1558662,0
St Johns,SE8 4EW,51.4693891513475,-0.022718828394954,SAJ,5059,Southeastern,805148,0
St Keyne Wishing Well Halt,PL14 4SE,50.4230458082002,-4.46352096221294,SKN,3572,Great Western Railway,1506,0
St Leonards Warrior Square,TN37 6HL,50.8556923791955,0.560279351585855,SLQ,5239,Southeastern,879970,151075
St Margarets,TW1 2LH,51.4552348562842,-0.320200501037777,SMG,5604,South Western Railway,946426,0
St Margarets (Herts),SG12 8DS,51.787838835665,0.00126913230624356,SMT,6821,Greater Anglia,325090,0
St Mary Cray,BR5 2PQ,51.394747432938,0.106383586680959,SMY,5073,Southeastern,1268180,0
St Michaels,L17 3TX,53.3756022425768,-2.95279874816101,STM,2248,Merseyrail,1116016,0
St Neots,PE19 1QF,52.2315663288051,-0.247413912323246,SNO,6110,Govia Thameslink Railway (Great Northern),959298,0
St Pancras,N1C 4QP,51.5323887885924,-0.127189437856592,STP,1555,Network Rail,35959980,2565656
Stafford,ST16 2AA,52.8038918219874,-2.12203588574355,STA,1268,Avanti West Coast,2028558,568666
Staines,TW18 4LY,51.4324545290574,-0.50316453327208,SNS,5670,South Western Railway,2080560,285843
Stallingborough,DN41 8AS,53.5870938546334,-0.183666799938627,SLL,6287,Northern Trains,5342,0
Stalybridge,SK15 1RF,53.4845810420246,-2.0627417832948,SYB,2983,TransPennine Express,673428,54344
Stamford (Lincs),PE9 2WB,52.6478311145957,-0.480115236289199,SMD,6140,East Midlands Railway,296664,0
Stamford Hill,N16 5AG,51.574465812676,-0.0766820047621084,SMH,6968,London Overground,695744,0
Stanford-Le-Hope,SS17 0JX,51.5143612016566,0.423035734780072,SFO,7458,c2c,610104,0
Stanlow and Thornton,CH2 4NU,53.2783654922773,-2.84205190690918,SNT,2159,Northern Trains,0,0
Stansted Airport,CM24 1QW,51.8885889341543,0.260815495353557,SSD,6834,Greater Anglia,9280540,2109
Stansted Mountfitchet,CM24 8BE,51.9014363301533,0.199780866318576,SST,6833,Greater Anglia,537304,10369
Staplehurst,TN12 0QR,51.1714648067343,0.550438387685807,SPU,5228,Southeastern,688210,0
Stapleton Road,BS5 6NE,51.4675092821763,-2.566217217443,SRD,3250,Great Western Railway,273772,0
Starbeck,HG2 7JA,53.998999728646,-1.50112979052197,SBE,8221,Northern Trains,224702,0
Starcross,EX6 8PA,50.6278016926208,-3.44770487395091,SCS,3413,Great Western Railway,112584,0
Staveley (Cumbria),LA8 9NG,54.3755355131735,-2.81886297219457,SVL,1977,Northern Trains,35490,0
Stechford,B33 8AJ,52.4848220974671,-1.81102551325665,SCF,1043,West Midlands Trains (West Midlands Railway),376596,0
Steeton and Silsden,BD20 6RY,53.900033476049,-1.94471976544211,SON,8469,Northern Trains,528692,0
Stepps,G33 6AT,55.8901413635032,-4.140808469037,SPS,9842,ScotRail,266040,0
Stevenage,SG1 1XT,51.9016861847805,-0.20710946588827,SVG,6092,Govia Thameslink Railway (Great Northern),4271680,983398
Stevenston,KA20 3DP,55.6342848348239,-4.75079080519078,STV,9553,ScotRail,97974,0
Stewartby,MK43 9LY,52.0690788348597,-0.520692242001966,SWR,1386,West Midlands Trains (London Northwestern Railway),47456,0
Stewarton,KA3 5BD,55.6821593947152,-4.51805863331251,STT,9554,ScotRail,210384,0
Stirling,FK8 1PF,56.1198213876306,-3.93562037499951,STG,9888,ScotRail,2390494,446945
Stockport,SK3 9HZ,53.4055402997044,-2.16301336341374,SPT,2771,Avanti West Coast,3777068,438129
Stocksfield,NE43 7NQ,54.9470499083176,-1.91675942679051,SKS,7513,Northern Trains,47858,0
Stocksmoor,HD4 6XN,53.5940882995361,-1.72324804140126,SSM,8451,Northern Trains,22192,0
Stockton,TS18 2AJ,54.5696227714804,-1.31854324338172,STK,7975,Northern Trains,109500,52
Stoke Mandeville,HP22 5UA,51.7877951274789,-0.784086295784938,SKM,1467,Chiltern Railways,185054,0
Stoke Newington,N16 6YA,51.5652311923438,-0.0728874334121679,SKW,6934,London Overground,1469838,0
Stoke-On-Trent,ST4 2AA,53.0079819568062,-2.18098761149091,SOT,1314,Avanti West Coast,2943302,152083
Stone (Staffs),ST15 8ER,52.9083279915954,-2.15504144060965,SNE,1316,West Midlands Trains (West Midlands Railway),232624,0
Stone Crossing,DA9 9AR,51.4513283410679,0.263771152840603,SCG,5248,Southeastern,277164,0
Stonebridge Park,NW10 0RL,51.5441097452189,-0.275828430558503,SBP,1454,London Underground,1299868,0
Stonegate,TN5 7ER,51.0199653883469,0.363868113942471,SOG,5240,Southeastern,117954,0
Stonehaven,AB39 2NE,56.9668253865208,-2.22529734201393,STN,8964,ScotRail,448104,0
Stonehouse,GL10 2JW,51.7458896835245,-2.27949881299272,SHU,4770,Great Western Railway,172576,0
Stoneleigh,KT17 2JA,51.3633993582655,-0.248665216147388,SNL,5606,South Western Railway,766628,0
Stourbridge Junction,DY8 1NH,52.4475436828349,-2.13387655974941,SBJ,4646,West Midlands Trains (West Midlands Railway),1261822,304372
Stourbridge Town,DY8 1EX,52.4555804798922,-2.14181816863998,SBT,4643,West Midlands Trains (West Midlands Railway),346018,0
Stow,TD1 2SQ,55.6924237566432,-2.86594947559365,SOI,9396,ScotRail,75818,0
Stowmarket,IP14 1RQ,52.1897097345051,1.00000524469225,SMK,7355,Greater Anglia,859800,67151
Stranraer,DG9 8EJ,54.9096085950596,-5.02473883449879,STR,9555,ScotRail,31866,0
Stratford,E15 1AZ,51.5418933693822,-0.00339674105101297,SRA,6969,TfL Rail,56570866,5541561
Stratford International,E20 1YY,51.5448265067287,-0.00877764938190971,SFA,7222,HS1 Ltd,2543468,149560
Stratford-Upon-Avon,CV37 6PL,52.1942494432505,-1.71628862569715,SAV,4558,West Midlands Trains (West Midlands Railway),759568,5
Stratford-upon-Avon Parkway,CV37 9QY,52.2067801984955,-1.73084255967304,STY,6794,West Midlands Trains (West Midlands Railway),88666,823
Strathcarron,IV54 8YR,57.4227402171634,-5.42861414029003,STC,8673,ScotRail,6972,0
Strawberry Hill,TW1 4PP,51.4389618208826,-0.339358467374499,STW,5607,South Western Railway,627652,457
Streatham,SW16 6HP,51.4258065286346,-0.131550337072254,STE,5383,Govia Thameslink Railway (Southern),2120074,350921
Streatham Common,SW16 5NT,51.4187283969518,-0.136009855738413,SRC,5384,Govia Thameslink Railway (Southern),2528890,80874
Streatham Hill,SW2 4SA,51.4381912493841,-0.127160115215697,SRH,5435,Govia Thameslink Railway (Southern),1689938,0
Streethouse,WF7 6UJ,53.6761549497423,-1.4001185311948,SHC,8543,Northern Trains,22690,0
Strines,SK22 3AY,53.3750407324356,-2.03391596739786,SRN,2834,Northern Trains,16864,0
Stromeferry,IV53 8UH,57.3523047257935,-5.55116233384156,STF,8674,ScotRail,1104,0
Strood (Kent),ME2 4DR,51.3965460988431,0.500187385993629,SOO,5191,Southeastern,1054484,455188
Stroud (Gloucs),GL5 3AP,51.744623676658,-2.21938297161645,STD,4771,Great Western Railway,583352,0
Sturry,CT2 0ED,51.3010654646998,1.12225519955923,STU,5029,Southeastern,92098,0
Styal,SK9 4JW,53.3483317300483,-2.24045632713893,SYA,2868,Northern Trains,23568,0
Sudbury (Suffolk),CO10 6SU,52.0362752787946,0.735444267137879,SUY,7098,Greater Anglia,319430,0
Sudbury and Harrow Road,HA0 2LW,51.5543972853848,-0.315468213939457,SUD,1483,Chiltern Railways,18680,0
Sudbury Hill Harrow,HA1 3RJ,51.5584642242574,-0.335802890639327,SDH,1484,Chiltern Railways,41460,0
Sugar Loaf,LD5 4TE,52.0822742457185,-3.68694955013524,SUG,4157,TfW Rail,992,0
Summerston,G23 5AT,55.898841253824,-4.29153951102481,SUM,9959,ScotRail,118060,0
Sunbury,TW16 6RZ,51.4183121769699,-0.41778267818481,SUU,5608,South Western Railway,361398,0
Sunderland,SR1 3HP,54.9053403235388,-1.38230440843798,SUN,7640,Northern Trains,598916,6534
Sundridge Park,BR1 3TR,51.4137798289322,0.0214463245563969,SUP,5155,Southeastern,176462,0
Sunningdale,SL5 0EL,51.3919397434202,-0.633040735740325,SNG,5671,South Western Railway,511574,0
Sunnymeads,TW19 5HQ,51.4702875112402,-0.559374238419857,SNY,5675,South Western Railway,24560,0
Surbiton,KT6 4PE,51.3924584800408,-0.303958562217002,SUR,5571,South Western Railway,7335212,537139
Surrey Quays,SE16 2UE,51.4931947271419,-0.0475186638113895,SQE,1083,London Overground,4984956,1166757
Sutton,SM1 1JA,51.359531766823,-0.191214819817375,SUO,5385,Govia Thameslink Railway (Southern),4491044,426216
Sutton Coldfield,B73 6AY,52.5649433590555,-1.82484428740085,SUT,1044,West Midlands Trains (West Midlands Railway),936974,0
Sutton Common,SM1 3HY,51.3748893450911,-0.196342580370038,SUC,5436,Govia Thameslink Railway (Thameslink),247460,0
Sutton Parkway,NG17 5LG,53.1140931351119,-1.24556836556546,SPK,1861,East Midlands Railway,139986,0
Swale,ME9 8SS,51.3892333604497,0.747133594323348,SWL,5249,Southeastern,8014,0
Swanley,BR8 8JD,51.3933848283026,0.169225348689167,SAY,5075,Southeastern,1344974,171523
Swanscombe,DA10 0AG,51.4490682940967,0.309543181632021,SWM,5156,Southeastern,314532,0
